log_id,timestamp,cmdb_id,log_name,value
qyGHq38B8vQa58bZEL2E,1647850228,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
riGHq38B8vQa58bZEL2E,1647850228,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
siGHq38B8vQa58bZEL2E,1647850228,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
syGHq38B8vQa58bZEL2E,1647850228,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
tCGHq38B8vQa58bZEL2E,1647850228,cartservice-2,log_cartservice-service_application,     Request finished in 0.6014ms 200 application/grpc
4SGHq38B8vQa58bZFL1t,1647850228,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
4yGHq38B8vQa58bZFL1t,1647850228,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
5CGHq38B8vQa58bZFL1t,1647850228,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
5SGHq38B8vQa58bZFL1t,1647850228,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
6CGHq38B8vQa58bZFL1t,1647850228,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
6yGHq38B8vQa58bZFL1t,1647850228,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
7iGHq38B8vQa58bZFL1t,1647850228,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
7yGHq38B8vQa58bZFL1t,1647850228,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
9CGHq38B8vQa58bZFL1t,1647850228,frontend-0,log_frontend-service_application,"severity: info, message: home"
9iGHq38B8vQa58bZFL1t,1647850228,frontend-0,log_frontend-service_application,"severity: warning, message: failed to retrieve ads"
9yGHq38B8vQa58bZFL1t,1647850228,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
-CGHq38B8vQa58bZFL1t,1647850228,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
-SGHq38B8vQa58bZFL1t,1647850228,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
_CGHq38B8vQa58bZFL1t,1647850228,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=1f436b89-eede-4124-a677-98cb8499e8b3
_iGHq38B8vQa58bZFL1t,1647850228,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
_yGHq38B8vQa58bZFL1t,1647850228,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
ACGHq38B8vQa58bZFL5t,1647850228,cartservice-0,log_cartservice-service_application,     Request finished in 0.5711ms 200 application/grpc
ASGHq38B8vQa58bZFL5t,1647850229,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
BSGHq38B8vQa58bZFL5t,1647850229,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=c7532b37-fa16-45f9-8e00-647e09da88dc
DCGHq38B8vQa58bZFL5t,1647850228,frontend-1,log_frontend-service_application,"severity: debug, message: adding to cart"
DSGHq38B8vQa58bZFL5t,1647850228,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
EiGHq38B8vQa58bZFL5t,1647850225,emailservice-1,log_emailservice-service_application,"severity: INFO, message: A request to send order confirmation email to someone@example.com has been received."
RSGHq38B8vQa58bZFL58,1647850225,paymentservice-0,log_paymentservice-service_application,"severity: info, message: PaymentService#Charge invoked with request {""amount"":{""currency_code"":""EUR"",""units"":""2044"",""nanos"":396284829},""credit_card"":{""credit_card_number"":""4432-8015-6152-0454"",""credit_card_cvv"":672,""credit_card_expiration_year"":2039,""credit_card_expiration_month"":1}}"
RiGHq38B8vQa58bZFL58,1647850225,paymentservice-0,log_paymentservice-service_application,"severity: info, message: Transaction processed: visa ending 0454     Amount: EUR2044.396284829"
SSGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,ava.lang.NullPointerException
SiGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,at hipstershop.AdService.getAdsByCategory(AdService.java:186)
SyGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,at hipstershop.AdService.access$400(AdService.java:64)
TCGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,at hipstershop.AdService$AdServiceImpl.getAds(AdService.java:161)
TSGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,at hipstershop.AdServiceGrpc$MethodHandlers.invoke(AdServiceGrpc.java:217)
UCGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,at io.grpc.ForwardingServerCallListener.onHalfClose(ForwardingServerCallListener.java:23)
VCGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener$1HalfClosed.runInContext(ServerImpl.java:817)
ViGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
WSGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,at java.lang.Thread.run(Thread.java:748)
WiGHq38B8vQa58bZFL58,1647850228,adservice-0,log_adservice-service_application,
XCGHq38B8vQa58bZFL58,1647850228,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
XSGHq38B8vQa58bZFL58,1647850229,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
YCGHq38B8vQa58bZFL58,1647850229,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
YSGHq38B8vQa58bZFL58,1647850229,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
ZCGHq38B8vQa58bZFL58,1647850229,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
ZSGHq38B8vQa58bZFL58,1647850229,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=65da9f78-ac36-476c-879e-952f5acbb4d9
ZiGHq38B8vQa58bZFL58,1647850229,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
aSGHq38B8vQa58bZFL58,1647850229,cartservice-2,log_cartservice-service_application,     Request finished in 0.5901ms 200 application/grpc
aiGHq38B8vQa58bZFL58,1647850229,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
qSGHq38B8vQa58bZGMBU,1647850229,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
rCGHq38B8vQa58bZGMBU,1647850229,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=0d4a1671-2c30-4a83-a4f7-1f66bb95fd59
riGHq38B8vQa58bZGMBU,1647850229,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
ryGHq38B8vQa58bZGMBU,1647850229,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
sCGHq38B8vQa58bZGMBU,1647850229,cartservice-2,log_cartservice-service_application,     Request finished in 0.5714ms 200 application/grpc
sSGHq38B8vQa58bZGMBU,1647850228,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
siGHq38B8vQa58bZGMBU,1647850229,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
tiGHq38B8vQa58bZGMBU,1647850229,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
tyGHq38B8vQa58bZGMBU,1647850229,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
uCGHq38B8vQa58bZGMBU,1647850228,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
uyGHq38B8vQa58bZGMBU,1647850229,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
vCGHq38B8vQa58bZGMBU,1647850229,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
vyGHq38B8vQa58bZGMBU,1647850229,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
wCGHq38B8vQa58bZGMBU,1647850229,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
wSGHq38B8vQa58bZGMBU,1647850229,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
xCGHq38B8vQa58bZGMBU,1647850229,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
yiGHq38B8vQa58bZGMBU,1647850229,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
yyGHq38B8vQa58bZGMBU,1647850229,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
zCGHq38B8vQa58bZGMBU,1647850229,frontend-0,log_frontend-service_application,"severity: debug, message: serving product page"
zSGHq38B8vQa58bZGMBU,1647850229,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
zyGHq38B8vQa58bZGMBU,1647850230,frontend-0,log_frontend-service_application,"severity: debug, message: view user cart"
0CGHq38B8vQa58bZGMBU,1647850230,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
0SGHq38B8vQa58bZGMBU,1647850230,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
0iGHq38B8vQa58bZGMBU,1647850230,frontend-0,log_frontend-service_application,"severity: info, message: home"
1SGHq38B8vQa58bZGMBU,1647850229,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
1yGHq38B8vQa58bZGMBU,1647850229,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
2iGHq38B8vQa58bZGMBU,1647850229,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
2yGHq38B8vQa58bZGMBm,1647850229,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
3SGHq38B8vQa58bZGMBm,1647850229,cartservice-0,log_cartservice-service_application,     Request finished in 0.608ms 200 application/grpc
3iGHq38B8vQa58bZGMBm,1647850228,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['1YMWWN1N4O', '9SIQT8TOJO', '66VCHSJNUP', '0PUK6V6EV0', 'OLJCESPC7Z']"
3yGHq38B8vQa58bZGMBm,1647850229,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['6E92ZMYYFZ', 'LS4PSXUNUM', '66VCHSJNUP', 'L9ECAV7KIM', '0PUK6V6EV0']"
4iGHq38B8vQa58bZGMBm,1647850229,frontend-1,log_frontend-service_application,"severity: debug, message: view user cart"
5iGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
5yGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
6SGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
6yGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
7CGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,     Request finished in 0.6333ms 200 application/grpc
7yGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
8CGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/AddItem'
8SGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,"ddItemAsync called with userId=1f436b89-eede-4124-a677-98cb8499e8b3, productId=6E92ZMYYFZ, quantity=5"
9SGHq38B8vQa58bZGMBm,1647850228,cartservice-1,log_cartservice-service_application,     Request finished in 0.8849ms 200 application/grpc
-SGHq38B8vQa58bZGMBm,1647850229,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/AddItem'
-iGHq38B8vQa58bZGMBm,1647850229,cartservice-1,log_cartservice-service_application,"ddItemAsync called with userId=c7532b37-fa16-45f9-8e00-647e09da88dc, productId=9SIQT8TOJO, quantity=10"
-yGHq38B8vQa58bZGMBm,1647850229,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
_yGHq38B8vQa58bZGMBm,1647850230,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
ASGHq38B8vQa58bZGMFm,1647850230,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
AiGHq38B8vQa58bZGMFm,1647850230,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
AyGHq38B8vQa58bZGMFm,1647850230,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=aee172db-8ead-4df0-bbe6-ddfdf32a7725
BSGHq38B8vQa58bZGMFm,1647850230,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
CCGHq38B8vQa58bZGMFm,1647850230,adservice-0,log_adservice-service_application,"ar 21, 2022 8:10:30 AM io.grpc.internal.SerializingExecutor run"
CyGHq38B8vQa58bZGMFm,1647850230,adservice-0,log_adservice-service_application,at hipstershop.AdService.getRandomAds(AdService.java:193)
DSGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at hipstershop.AdService$AdServiceImpl.getAds(AdService.java:166)
DiGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at hipstershop.AdServiceGrpc$MethodHandlers.invoke(AdServiceGrpc.java:217)
DyGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at io.grpc.stub.ServerCalls$UnaryServerCallHandler$UnaryServerCallListener.onHalfClose(ServerCalls.java:172)
EiGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at io.grpc.ForwardingServerCallListener$SimpleForwardingServerCallListener.onHalfClose(ForwardingServerCallListener.java:40)
EyGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at io.grpc.Contexts$ContextualizedServerCallListener.onHalfClose(Contexts.java:86)
FCGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerCallImpl$ServerStreamListenerImpl.halfClosed(ServerCallImpl.java:331)
FiGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
GSGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
GiGHq38B8vQa58bZGMF1,1647850230,adservice-0,log_adservice-service_application,at java.lang.Thread.run(Thread.java:748)
HCGHq38B8vQa58bZGMF1,1647850230,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
HiGHq38B8vQa58bZGMF1,1647850230,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
HyGHq38B8vQa58bZGMF1,1647850230,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
ISGHq38B8vQa58bZGMF1,1647850230,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
JCGHq38B8vQa58bZGMF1,1647850230,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
JSGHq38B8vQa58bZGMF1,1647850230,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
JiGHq38B8vQa58bZGMF1,1647850230,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
KCGHq38B8vQa58bZGMF1,1647850230,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
KiGHq38B8vQa58bZGMF1,1647850230,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
LCGHq38B8vQa58bZGMF1,1647850230,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
LSGHq38B8vQa58bZGMF1,1647850230,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
MCGHq38B8vQa58bZGMF1,1647850230,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
MSGHq38B8vQa58bZGMF1,1647850230,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
MiGHq38B8vQa58bZGMF1,1647850230,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
NiGHq38B8vQa58bZGMF1,1647850230,cartservice-2,log_cartservice-service_application,     Request finished in 0.6207ms 200 application/grpc
OCGHq38B8vQa58bZGMF1,1647850230,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
PCGHq38B8vQa58bZGMF1,1647850230,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
PyGHq38B8vQa58bZGMGH,1647850230,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
QCGHq38B8vQa58bZGMGH,1647850230,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
QiGHq38B8vQa58bZGMGH,1647850230,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
QyGHq38B8vQa58bZGMGH,1647850230,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
RyGHq38B8vQa58bZGMGH,1647850230,frontend-0,log_frontend-service_application,"severity: warning, message: failed to retrieve ads"
SSGHq38B8vQa58bZGMGH,1647850230,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
SiGHq38B8vQa58bZGMGH,1647850230,frontend-0,log_frontend-service_application,"severity: debug, message: serving product page"
SyGHq38B8vQa58bZGMGH,1647850230,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
TCGHq38B8vQa58bZGMGH,1647850231,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
TiGHq38B8vQa58bZGMGH,1647850231,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
TyGHq38B8vQa58bZGMGH,1647850230,shippingservice-0,log_shippingservice-service_application,"severity: info, message: [GetQuote] received request"
UCGHq38B8vQa58bZGMGH,1647850230,shippingservice-0,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
USGHq38B8vQa58bZGMGH,1647850230,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
UiGHq38B8vQa58bZGMGH,1647850230,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
VCGHq38B8vQa58bZGMGH,1647850230,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
WSGHq38B8vQa58bZGMGH,1647850230,cartservice-0,log_cartservice-service_application,     Request finished in 0.5731ms 200 application/grpc
XCGHq38B8vQa58bZGMGH,1647850230,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
XSGHq38B8vQa58bZGMGH,1647850230,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
YSGHq38B8vQa58bZGMGH,1647850230,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
ZiGHq38B8vQa58bZGMGH,1647850229,recommendationservice-1,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['66VCHSJNUP', 'LS4PSXUNUM', '9SIQT8TOJO', '6E92ZMYYFZ', '0PUK6V6EV0']"
aCGHq38B8vQa58bZGMGH,1647850231,recommendationservice-1,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['6E92ZMYYFZ', '1YMWWN1N4O', '9SIQT8TOJO', '66VCHSJNUP', '2ZYFJ3GM2N']"
aSGHq38B8vQa58bZGMGH,1647850231,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['1YMWWN1N4O', 'LS4PSXUNUM', '2ZYFJ3GM2N', '66VCHSJNUP', '0PUK6V6EV0']"
aiGHq38B8vQa58bZGMGH,1647850230,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
byGHq38B8vQa58bZGMGH,1647850230,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
cCGHq38B8vQa58bZGMGH,1647850231,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
cSGHq38B8vQa58bZGMGX,1647850231,frontend-1,log_frontend-service_application,"severity: debug, message: serving product page"
dCGHq38B8vQa58bZGMGX,1647850230,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
dSGHq38B8vQa58bZGMGX,1647850230,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/AddItem'
dyGHq38B8vQa58bZGMGX,1647850230,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
eCGHq38B8vQa58bZGMGX,1647850230,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/AddItem'
eiGHq38B8vQa58bZGMGX,1647850230,cartservice-1,log_cartservice-service_application,     Request finished in 0.8902ms 200 application/grpc
gCGHq38B8vQa58bZGMGX,1647850231,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
giGHq38B8vQa58bZGMGX,1647850231,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
hSGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,EVERE: Exception while executing runnable io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener$1HalfClosed@d9d564d
hyGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,at hipstershop.AdService.getAdsByCategory(AdService.java:186)
iSGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,at hipstershop.AdService$AdServiceImpl.getAds(AdService.java:161)
iyGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,at io.grpc.stub.ServerCalls$UnaryServerCallHandler$UnaryServerCallListener.onHalfClose(ServerCalls.java:172)
jyGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,at io.grpc.Contexts$ContextualizedServerCallListener.onHalfClose(Contexts.java:86)
kCGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerCallImpl$ServerStreamListenerImpl.halfClosed(ServerCallImpl.java:331)
kSGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener$1HalfClosed.runInContext(ServerImpl.java:817)
kiGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
liGHq38B8vQa58bZGMGX,1647850231,adservice-0,log_adservice-service_application,at java.lang.Thread.run(Thread.java:748)
mCGHq38B8vQa58bZGMGX,1647850231,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
miGHq38B8vQa58bZGMGX,1647850231,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
nCGHq38B8vQa58bZGMGX,1647850231,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
nSGHq38B8vQa58bZGMGX,1647850231,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
oCGHq38B8vQa58bZGMGX,1647850231,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
8yGHq38B8vQa58bZIMEl,1647850231,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
